"iter","draw","step","Corley_adeno_prev_male_50_54","Corley_adeno_prev_male_55_59","Corley_adeno_prev_male_60_64","Corley_adeno_prev_male_65_69","Corley_adeno_prev_male_70_74","Corley_adeno_prev_male_75plus","Corley_adeno_prev_fem_50_54","Corley_adeno_prev_fem_55_59","Corley_adeno_prev_fem_60_64","Corley_adeno_prev_fem_65_69","Corley_adeno_prev_fem_70_74","Corley_adeno_prev_fem_75plus","UKFSS_screen_det_crc_male","UKFSS_screen_det_crc_fem","SEER_inc_colon_fem_20_49","SEER_inc_colon_fem_50_59","SEER_inc_colon_fem_60_69","SEER_inc_colon_fem_70_84","SEER_inc_colon_fem_85_100","SEER_inc_colon_male_20_49","SEER_inc_colon_male_50_59","SEER_inc_colon_male_60_69","SEER_inc_colon_male_70_84","SEER_inc_colon_male_85_100","SEER_inc_rectal_fem_20_49","SEER_inc_rectal_fem_50_59","SEER_inc_rectal_fem_60_69","SEER_inc_rectal_fem_70_84","SEER_inc_rectal_fem_85_100","SEER_inc_rectal_male_20_49","SEER_inc_rectal_male_50_59","SEER_inc_rectal_male_60_69","SEER_inc_rectal_male_70_84","SEER_inc_rectal_male_85_100","Pickhardt_pct_adeno_lt_6mm","Pickhardt_pct_adeno_6_to_lt10mm","Pickhardt_pct_adeno_10plusmm","Church_pct_crc_6_to_lt10mm","Church_pct_crc_10plusmm","Lieberman_pct_crc_6_to_lt10mm","Lieberman_pct_crc_10plusmm","actual_iter"
1,20683,0,0.2947,0.3172,0.3313,0.3524,0.3736,0.3803,0.1927,0.2128,0.2307,0.238,0.2561,0.264,0.0032,0.0017,0,4e-04,9e-04,0.0016,0.0017,0,4e-04,0.0011,0.002,0.0029,0,2e-04,5e-04,5e-04,7e-04,0,4e-04,7e-04,0.001,0.0012,0.5661,0.282,0.1519,0.007,0.0286,0.0074,0.0422,1
1,20684,0,0.2625,0.2833,0.3078,0.3193,0.3382,0.3486,0.1772,0.1995,0.2132,0.2255,0.2387,0.2543,0.0044,0.0025,1e-04,6e-04,0.0011,0.0018,0.0025,1e-04,7e-04,0.0013,0.0023,0.0028,1e-04,4e-04,6e-04,8e-04,8e-04,1e-04,6e-04,0.0011,0.0011,0.0012,0.5718,0.273,0.1552,0.0122,0.0476,0.0131,0.0642,1
1,20690,0,0.2759,0.2961,0.3181,0.3274,0.3464,0.3569,0.179,0.1943,0.2145,0.2347,0.2395,0.2565,0.0038,0.0027,0,5e-04,0.001,0.0019,0.0027,0,6e-04,0.0013,0.0026,0.0034,0,2e-04,4e-04,6e-04,7e-04,0,4e-04,8e-04,9e-04,0.0011,0.5657,0.2755,0.1588,0.0101,0.043,0.0097,0.0637,1
1,20694,0,0.2605,0.2799,0.2999,0.3213,0.3369,0.3535,0.1651,0.1827,0.2029,0.2138,0.2287,0.2401,0.003,0.0019,0,3e-04,8e-04,0.0012,0.0013,0,3e-04,7e-04,0.0016,0.0021,0,2e-04,3e-04,5e-04,7e-04,0,3e-04,7e-04,8e-04,9e-04,0.5706,0.2624,0.1671,0.0062,0.0317,0.0058,0.0428,1
1,20695,0,0.2526,0.2663,0.2945,0.3063,0.3287,0.3441,0.1579,0.1744,0.1947,0.2073,0.2183,0.2363,0.002,0.0011,0,3e-04,7e-04,0.0014,0.0021,0,5e-04,0.0012,0.0022,0.003,0,1e-04,3e-04,4e-04,3e-04,0,2e-04,5e-04,7e-04,5e-04,0.5827,0.26,0.1573,0.0063,0.0302,0.0061,0.0424,1
1,20696,0,0.253,0.2738,0.2945,0.3094,0.322,0.3313,0.1661,0.1784,0.1979,0.207,0.2148,0.2234,0.0037,0.0021,0,5e-04,0.001,0.0016,0.0021,0,6e-04,0.0013,0.0019,0.003,0,2e-04,4e-04,4e-04,5e-04,1e-04,4e-04,6e-04,8e-04,9e-04,0.576,0.2629,0.1611,0.0093,0.0429,0.0095,0.0586,1
1,20698,0,0.3116,0.3271,0.3529,0.3644,0.3935,0.409,0.2103,0.2311,0.2452,0.2591,0.2803,0.2988,0.0033,0.0025,0,6e-04,0.0012,0.0023,0.0032,0,6e-04,0.0014,0.0026,0.0042,0,3e-04,5e-04,6e-04,9e-04,0,4e-04,7e-04,0.001,0.0014,0.5738,0.2658,0.1604,0.0085,0.0342,0.0083,0.0517,1
1,20703,0,0.263,0.2877,0.297,0.325,0.3314,0.3482,0.1717,0.1954,0.201,0.2158,0.2328,0.2355,0.0028,0.0022,0,5e-04,0.0011,0.0016,0.0023,0,6e-04,0.0013,0.002,0.0027,0,3e-04,4e-04,6e-04,6e-04,0,3e-04,7e-04,9e-04,0.0011,0.5786,0.2733,0.1481,0.0092,0.0369,0.0084,0.0518,1
1,20704,0,0.2927,0.3184,0.3374,0.3566,0.3721,0.3924,0.2001,0.2169,0.2341,0.2481,0.2647,0.283,0.0036,0.0024,0,4e-04,0.0011,0.0018,0.0023,0,6e-04,0.0014,0.0023,0.0034,0,2e-04,5e-04,7e-04,8e-04,0,3e-04,7e-04,0.001,0.0015,0.5568,0.2597,0.1835,0.0077,0.0322,0.0072,0.0466,1
1,20712,0,0.3415,0.37,0.3831,0.403,0.4173,0.418,0.2478,0.263,0.282,0.2914,0.2962,0.3161,0.0048,0.0025,1e-04,7e-04,0.0015,0.0022,0.0031,1e-04,7e-04,0.0018,0.003,0.0039,0,3e-04,5e-04,6e-04,6e-04,1e-04,5e-04,0.001,0.0011,0.0011,0.5909,0.2554,0.1537,0.0077,0.0317,0.008,0.0507,1
1,20718,0,0.2407,0.2619,0.2832,0.3034,0.3231,0.3423,0.155,0.1719,0.1969,0.1994,0.2169,0.236,0.003,0.0017,0,3e-04,7e-04,0.0014,0.0021,0,3e-04,8e-04,0.0017,0.0025,0,2e-04,4e-04,5e-04,6e-04,1e-04,4e-04,6e-04,9e-04,0.0012,0.5679,0.2631,0.169,0.0055,0.0311,0.0055,0.0452,1
1,20719,0,0.302,0.3275,0.3438,0.3653,0.3789,0.3905,0.2047,0.2227,0.2441,0.2511,0.2612,0.2803,0.0027,0.0019,0,4e-04,9e-04,0.0012,0.0017,0,4e-04,0.001,0.0017,0.0026,0,3e-04,6e-04,6e-04,5e-04,0,4e-04,6e-04,9e-04,0.0011,0.5666,0.2775,0.1559,0.005,0.0266,0.0047,0.0385,1
1,20721,0,0.2531,0.2814,0.2963,0.3134,0.3411,0.3539,0.161,0.1843,0.2057,0.218,0.2292,0.2367,0.0024,0.0017,0,4e-04,9e-04,0.0016,0.0024,0,6e-04,0.0013,0.0021,0.0034,0,2e-04,3e-04,4e-04,6e-04,0,3e-04,5e-04,6e-04,9e-04,0.57,0.2595,0.1705,0.0076,0.0363,0.0075,0.0459,1
1,20722,0,0.2672,0.2913,0.3134,0.3249,0.3401,0.3557,0.1701,0.1962,0.2036,0.2175,0.2327,0.2438,0.0035,0.0027,0,4e-04,8e-04,0.0016,0.0026,0,4e-04,9e-04,0.0018,0.0027,0,3e-04,5e-04,6e-04,8e-04,0,4e-04,7e-04,9e-04,0.0013,0.5799,0.2523,0.1679,0.0076,0.0399,0.0067,0.0544,1
1,20731,0,0.2484,0.2712,0.2922,0.3056,0.3257,0.3326,0.1639,0.1905,0.1998,0.2076,0.222,0.227,0.004,0.0023,1e-04,6e-04,0.0012,0.0018,0.003,1e-04,7e-04,0.0013,0.0022,0.0034,1e-04,4e-04,5e-04,6e-04,7e-04,1e-04,7e-04,8e-04,9e-04,9e-04,0.564,0.2723,0.1637,0.0113,0.0481,0.0118,0.0639,1
1,20734,0,0.262,0.2812,0.3013,0.3215,0.343,0.3506,0.174,0.1829,0.2011,0.2184,0.2308,0.2496,0.0024,0.0014,0,4e-04,9e-04,0.0016,0.0024,0,5e-04,0.001,0.0021,0.0032,0,1e-04,3e-04,4e-04,7e-04,0,2e-04,6e-04,8e-04,9e-04,0.5529,0.2761,0.171,0.0064,0.0275,0.0066,0.0373,1
1,20736,0,0.2825,0.3043,0.3269,0.3396,0.3628,0.3839,0.1831,0.1977,0.2194,0.233,0.2385,0.2557,0.0037,0.0027,0,4e-04,0.001,0.0017,0.0023,0,4e-04,9e-04,0.0016,0.0029,0,3e-04,4e-04,6e-04,7e-04,1e-04,5e-04,9e-04,0.001,0.0011,0.5767,0.2713,0.152,0.0059,0.0386,0.0072,0.0537,1
1,20750,0,0.2572,0.283,0.3055,0.3237,0.3381,0.3528,0.1777,0.1912,0.2066,0.2244,0.2337,0.2487,0.0021,0.001,0,3e-04,7e-04,0.0014,0.0021,0,5e-04,0.0011,0.0018,0.003,7.6787e-06,1e-04,2e-04,3e-04,5e-04,0,2e-04,5e-04,6e-04,0.0011,0.5545,0.2688,0.1767,0.0051,0.0247,0.0052,0.0349,1
1,20753,0,0.2815,0.2995,0.3203,0.3434,0.3549,0.368,0.1857,0.202,0.2211,0.2339,0.2431,0.2551,0.0032,0.0024,1e-04,6e-04,0.0013,0.0018,0.0033,1e-04,6e-04,0.0014,0.0022,0.0033,0,3e-04,5e-04,5e-04,6e-04,0,3e-04,5e-04,7e-04,0.001,0.5512,0.2872,0.1616,0.0085,0.0372,0.0087,0.0536,1
1,20762,0,0.2523,0.2678,0.2948,0.3127,0.3323,0.3513,0.1615,0.1776,0.1955,0.2081,0.2261,0.2412,0.004,0.0025,0,4e-04,8e-04,0.0013,0.0015,0,4e-04,9e-04,0.0016,0.0019,0,3e-04,6e-04,8e-04,8e-04,1e-04,5e-04,9e-04,0.0011,0.0011,0.5522,0.2735,0.1743,0.0078,0.0461,0.0073,0.059,1
1,20768,0,0.2654,0.2853,0.3037,0.317,0.328,0.3506,0.1716,0.1912,0.2056,0.2198,0.2318,0.2467,0.0031,0.002,0,5e-04,0.0011,0.002,0.0029,1e-04,6e-04,0.0015,0.0022,0.0032,0,1e-04,2e-04,3e-04,4e-04,0,3e-04,6e-04,6e-04,9e-04,0.571,0.2608,0.1682,0.0065,0.0357,0.0063,0.0527,1
1,20772,0,0.2828,0.2965,0.3234,0.3381,0.3616,0.3796,0.1798,0.2084,0.2234,0.2371,0.2492,0.2625,0.0038,0.0025,1e-04,7e-04,0.0014,0.0021,0.0031,1e-04,8e-04,0.0016,0.0028,0.0038,0,3e-04,4e-04,7e-04,0.001,0,4e-04,7e-04,8e-04,0.0011,0.5967,0.2352,0.1681,0.0099,0.0433,0.0098,0.0601,1
1,20781,0,0.2574,0.276,0.2973,0.3065,0.3286,0.3545,0.1704,0.1908,0.2028,0.2133,0.2298,0.2394,0.0032,0.0019,0,4e-04,0.001,0.0015,0.002,0,4e-04,8e-04,0.0018,0.0029,0,3e-04,4e-04,5e-04,9e-04,0,4e-04,6e-04,8e-04,7e-04,0.5597,0.2954,0.1449,0.0075,0.0338,0.0079,0.0494,1
1,20790,0,0.2594,0.2797,0.3061,0.3159,0.3302,0.3458,0.1779,0.1852,0.2152,0.22,0.238,0.2573,0.0037,0.0025,0,4e-04,9e-04,0.0016,0.0024,0,5e-04,0.0011,0.0018,0.0029,0,3e-04,4e-04,6e-04,8e-04,0,4e-04,7e-04,8e-04,0.0011,0.5938,0.2516,0.1546,0.0076,0.0416,0.0075,0.0582,1
1,20810,0,0.2825,0.3059,0.3172,0.3437,0.3537,0.3665,0.1822,0.2068,0.2182,0.2278,0.2428,0.244,0.0028,0.0017,0,5e-04,0.001,0.0016,0.0022,0,5e-04,0.0011,0.0022,0.0026,0,2e-04,4e-04,4e-04,7e-04,0,3e-04,7e-04,8e-04,9e-04,0.5626,0.2903,0.147,0.0073,0.0317,0.0079,0.0446,1
1,20812,0,0.2586,0.2914,0.3084,0.335,0.3568,0.3788,0.1732,0.1948,0.2116,0.2237,0.2536,0.2721,0.0017,0.0017,0,5e-04,0.0011,0.0021,0.003,0,6e-04,0.0012,0.0023,0.0035,8.942e-06,1e-04,2e-04,5e-04,6e-04,0,2e-04,4e-04,6e-04,8e-04,0.5654,0.2544,0.1802,0.0075,0.0299,0.0069,0.0418,1
1,20820,0,0.3043,0.3242,0.3474,0.3702,0.3874,0.4133,0.2052,0.2271,0.2411,0.2523,0.2705,0.2877,0.0041,0.0029,0,6e-04,0.0013,0.0022,0.0028,1e-04,6e-04,0.0013,0.0025,0.0034,1e-04,4e-04,6e-04,7e-04,8e-04,1e-04,7e-04,0.0012,0.0012,0.0019,0.5556,0.2824,0.162,0.0073,0.0357,0.0077,0.0536,1
1,20821,0,0.2989,0.3197,0.3406,0.3607,0.3739,0.4099,0.2019,0.2271,0.2406,0.2588,0.2741,0.2909,0.003,0.0015,0,4e-04,9e-04,0.0018,0.0028,0,6e-04,0.0016,0.0025,0.0041,7.0327e-06,1e-04,2e-04,5e-04,6e-04,0,3e-04,6e-04,9e-04,0.0013,0.5762,0.2646,0.1592,0.0059,0.027,0.0062,0.0427,1
1,20824,0,0.2547,0.2783,0.2931,0.303,0.3268,0.3425,0.1656,0.1847,0.1979,0.2071,0.2221,0.2386,0.0024,0.0015,0,4e-04,7e-04,0.0013,0.002,0,4e-04,0.001,0.0017,0.0025,0,1e-04,3e-04,4e-04,4e-04,0,3e-04,6e-04,7e-04,9e-04,0.5609,0.2835,0.1556,0.0066,0.0308,0.0071,0.0474,1
1,20825,0,0.2457,0.2648,0.2892,0.3043,0.3228,0.337,0.1666,0.188,0.1975,0.2115,0.2225,0.2222,0.0026,0.0019,1e-04,5e-04,0.0011,0.0017,0.0021,0,5e-04,0.0011,0.0018,0.0029,0,1e-04,2e-04,5e-04,6e-04,0,3e-04,5e-04,7e-04,8e-04,0.5516,0.2715,0.1769,0.0082,0.0333,0.0077,0.0473,1
1,20829,0,0.2772,0.3148,0.3246,0.3432,0.3636,0.3847,0.1873,0.2002,0.2243,0.2398,0.2509,0.2655,0.0024,0.0018,0,5e-04,0.0012,0.0018,0.0028,0,5e-04,0.0013,0.0021,0.0034,0,1e-04,3e-04,4e-04,6e-04,0,2e-04,5e-04,7e-04,7e-04,0.5668,0.2697,0.1635,0.0069,0.0296,0.0066,0.0427,1
1,20834,0,0.2689,0.2916,0.315,0.322,0.3357,0.3549,0.1761,0.1856,0.2073,0.2167,0.2327,0.2445,0.0029,0.0018,0,4e-04,9e-04,0.0015,0.0025,0,5e-04,0.0012,0.002,0.0031,0,2e-04,3e-04,4e-04,7e-04,0,3e-04,5e-04,8e-04,0.001,0.5585,0.291,0.1506,0.0075,0.0292,0.0077,0.045,1
1,20836,0,0.2613,0.2853,0.2983,0.3267,0.3384,0.3564,0.1657,0.1809,0.2045,0.2154,0.2276,0.2352,0.002,0.0017,0,5e-04,9e-04,0.0015,0.0027,0,4e-04,0.001,0.0016,0.0028,0,2e-04,4e-04,5e-04,7e-04,0,2e-04,4e-04,7e-04,8e-04,0.5662,0.2602,0.1737,0.006,0.0315,0.0058,0.0416,1
1,20841,0,0.343,0.3622,0.3853,0.3925,0.4099,0.4195,0.2424,0.2563,0.2746,0.2874,0.299,0.3157,0.0054,0.003,0,5e-04,0.0012,0.0018,0.0028,0,7e-04,0.0016,0.0025,0.0032,0,3e-04,6e-04,8e-04,7e-04,1e-04,7e-04,0.0011,0.0013,0.0012,0.5511,0.2892,0.1596,0.0059,0.0332,0.0069,0.0526,1
1,20842,0,0.2776,0.3,0.3195,0.3333,0.3478,0.3502,0.189,0.2039,0.2212,0.228,0.2437,0.2508,0.0043,0.0035,0,5e-04,0.0011,0.0019,0.0027,0,5e-04,0.0012,0.0022,0.0032,0,4e-04,6e-04,8e-04,0.001,0,5e-04,0.001,0.0011,9e-04,0.5729,0.2637,0.1634,0.0095,0.0393,0.009,0.0582,1
1,20850,0,0.2632,0.2793,0.2995,0.3114,0.3239,0.348,0.1707,0.1845,0.1956,0.2142,0.2281,0.2344,0.0027,0.0018,1e-04,5e-04,9e-04,0.0016,0.0021,1e-04,7e-04,0.0013,0.0022,0.0029,0,2e-04,3e-04,4e-04,4e-04,0,2e-04,4e-04,6e-04,6e-04,0.5734,0.2737,0.1529,0.009,0.0376,0.0096,0.0536,1
1,20856,0,0.2657,0.2828,0.3034,0.3188,0.3351,0.3443,0.1783,0.1962,0.2183,0.2263,0.2357,0.2461,0.0029,0.0018,0,4e-04,0.0011,0.0016,0.0022,0,6e-04,0.0013,0.0024,0.0029,0,2e-04,3e-04,5e-04,5e-04,0,3e-04,7e-04,8e-04,0.0012,0.5606,0.281,0.1584,0.0083,0.035,0.0074,0.0519,1
1,20859,0,0.2716,0.2932,0.3126,0.3258,0.3409,0.3585,0.1844,0.1952,0.2102,0.2186,0.2346,0.2459,0.0041,0.0032,1e-04,5e-04,0.0011,0.0017,0.0024,1e-04,7e-04,0.0014,0.0023,0.0027,1e-04,3e-04,5e-04,7e-04,6e-04,1e-04,5e-04,9e-04,0.001,0.0013,0.5519,0.2811,0.1671,0.0114,0.0403,0.0115,0.06,1
1,20861,0,0.2516,0.2711,0.2941,0.3171,0.3285,0.3414,0.1635,0.1819,0.1981,0.2026,0.2202,0.2396,0.003,0.0017,0,4e-04,0.001,0.0014,0.0025,0,4e-04,0.0011,0.002,0.0033,0,2e-04,3e-04,5e-04,8e-04,0,3e-04,5e-04,8e-04,9e-04,0.559,0.2554,0.1857,0.0065,0.0364,0.0053,0.0476,1
1,20864,0,0.2647,0.291,0.3117,0.3251,0.341,0.3754,0.1796,0.1948,0.2067,0.2276,0.2441,0.2629,0.0026,0.0021,0,5e-04,0.0011,0.0016,0.0023,0,5e-04,0.0011,0.0019,0.003,0,2e-04,4e-04,5e-04,6e-04,0,3e-04,5e-04,7e-04,9e-04,0.5612,0.2781,0.1607,0.0064,0.0337,0.0069,0.0444,1
1,20874,0,0.3005,0.3206,0.338,0.3524,0.3707,0.3708,0.1982,0.2216,0.2344,0.2428,0.2604,0.2675,0.0039,0.0026,1e-04,7e-04,0.0014,0.0022,0.003,1e-04,7e-04,0.0015,0.0026,0.0037,0,3e-04,5e-04,5e-04,6e-04,1e-04,4e-04,7e-04,8e-04,0.0011,0.5971,0.262,0.1409,0.0095,0.0425,0.0098,0.063,1
1,20875,0,0.2708,0.3018,0.3132,0.3268,0.3422,0.3483,0.1822,0.2016,0.2197,0.2257,0.2329,0.2502,0.0031,0.0025,0,5e-04,0.0011,0.0018,0.0023,0,6e-04,0.0012,0.0022,0.0036,0,3e-04,6e-04,6e-04,7e-04,0,4e-04,7e-04,8e-04,0.001,0.5552,0.2826,0.1622,0.0107,0.0348,0.0101,0.0521,1
1,20877,0,0.2566,0.2722,0.2994,0.3107,0.324,0.3423,0.1621,0.1826,0.1962,0.2066,0.2099,0.2301,0.0036,0.002,0,5e-04,0.001,0.0015,0.0024,0,7e-04,0.0013,0.0021,0.0025,0,3e-04,4e-04,4e-04,5e-04,1e-04,6e-04,8e-04,7e-04,0.001,0.5763,0.2614,0.1623,0.0073,0.0407,0.006,0.0533,1
1,20882,0,0.3042,0.3278,0.3475,0.3652,0.3816,0.4034,0.204,0.2182,0.2392,0.2454,0.2623,0.2787,0.0031,0.0024,0,5e-04,0.0011,0.0018,0.0027,1e-04,6e-04,0.0012,0.0022,0.0036,0,2e-04,4e-04,5e-04,5e-04,0,3e-04,6e-04,9e-04,0.0012,0.5855,0.2671,0.1475,0.0082,0.0332,0.0088,0.0476,1
1,20885,0,0.2637,0.2869,0.3098,0.3353,0.3429,0.3738,0.1751,0.1957,0.2159,0.233,0.2443,0.2544,0.0024,0.0015,0,5e-04,0.001,0.0017,0.0026,0,5e-04,0.0012,0.0021,0.003,0,1e-04,3e-04,4e-04,6e-04,0,2e-04,5e-04,7e-04,8e-04,0.5711,0.2599,0.1691,0.0066,0.0288,0.0056,0.0419,1
1,20886,0,0.2669,0.2815,0.3082,0.3192,0.3365,0.3432,0.1811,0.1896,0.2056,0.2186,0.2262,0.235,0.0043,0.0027,0,6e-04,0.0013,0.0022,0.0031,0,7e-04,0.0015,0.0028,0.0033,0,2e-04,4e-04,6e-04,9e-04,0,4e-04,8e-04,9e-04,0.0013,0.5878,0.2464,0.1657,0.0101,0.05,0.0095,0.0715,1
1,20892,0,0.3181,0.3431,0.3584,0.3757,0.3936,0.4032,0.2172,0.2389,0.2539,0.2729,0.2893,0.2938,0.0067,0.0039,0,5e-04,0.0012,0.002,0.0027,0,5e-04,0.0015,0.0024,0.0036,1e-04,5e-04,8e-04,0.001,0.0011,1e-04,8e-04,0.0013,0.0016,0.0017,0.5626,0.2648,0.1726,0.0082,0.0461,0.0078,0.0682,1
1,20900,0,0.2682,0.2878,0.3055,0.3324,0.3553,0.3581,0.1765,0.1944,0.2127,0.2257,0.2415,0.2527,0.0037,0.0024,1e-04,4e-04,0.0011,0.0015,0.0024,0,4e-04,0.0011,0.0017,0.0027,0,3e-04,4e-04,5e-04,8e-04,1e-04,4e-04,8e-04,8e-04,9e-04,0.5532,0.2928,0.154,0.0089,0.0456,0.0092,0.0626,1
1,20903,0,0.2955,0.3178,0.3345,0.3579,0.3853,0.397,0.198,0.2209,0.2414,0.2545,0.2683,0.2896,0.0022,0.0016,0,4e-04,0.001,0.0019,0.0027,0,5e-04,0.0012,0.0022,0.0039,9.5938e-06,1e-04,3e-04,4e-04,6e-04,0,3e-04,6e-04,9e-04,0.0012,0.5608,0.2626,0.1766,0.0053,0.027,0.0044,0.04,1
1,20904,0,0.2526,0.2739,0.2939,0.3148,0.3343,0.3443,0.1625,0.1796,0.1967,0.2156,0.2282,0.2351,0.0027,0.0015,0,4e-04,8e-04,0.0012,0.002,0,5e-04,0.0011,0.0017,0.0029,0,2e-04,3e-04,4e-04,6e-04,0,4e-04,5e-04,7e-04,8e-04,0.5632,0.2537,0.1831,0.0049,0.0337,0.0053,0.0457,1
1,20917,0,0.2628,0.2856,0.3027,0.3167,0.3262,0.3481,0.1811,0.1956,0.21,0.2273,0.2361,0.2577,0.0034,0.0021,0,5e-04,0.0012,0.002,0.0029,0,6e-04,0.0013,0.0023,0.0037,0,3e-04,4e-04,5e-04,5e-04,1e-04,5e-04,8e-04,9e-04,7e-04,0.5901,0.255,0.155,0.0088,0.038,0.0081,0.0518,1
1,20923,0,0.2646,0.2862,0.3065,0.3219,0.3307,0.3484,0.1742,0.1885,0.2085,0.2223,0.2355,0.2425,0.0031,0.0021,0,5e-04,0.0012,0.0017,0.0023,0,6e-04,0.0013,0.002,0.0028,0,2e-04,4e-04,5e-04,6e-04,0,3e-04,6e-04,7e-04,8e-04,0.5717,0.2625,0.1658,0.0068,0.0368,0.0073,0.0496,1
1,20928,0,0.2867,0.3088,0.3253,0.3561,0.3757,0.3903,0.1948,0.2177,0.2262,0.2559,0.2615,0.2719,0.0026,0.0014,0,4e-04,0.001,0.0017,0.0022,0,4e-04,0.0011,0.0021,0.0029,0,1e-04,3e-04,5e-04,6e-04,0,3e-04,6e-04,8e-04,0.0012,0.5591,0.2768,0.164,0.0063,0.0263,0.0056,0.0384,1
1,20932,0,0.2972,0.3183,0.3443,0.3493,0.3674,0.3866,0.1977,0.2192,0.2299,0.2416,0.2609,0.2783,0.0038,0.0021,1e-04,4e-04,9e-04,0.0015,0.0021,0,5e-04,0.0011,0.0019,0.0028,0,3e-04,4e-04,6e-04,8e-04,0,6e-04,8e-04,0.001,0.0015,0.5546,0.2864,0.159,0.0074,0.0324,0.0078,0.0479,1
1,20933,0,0.286,0.2981,0.3207,0.3419,0.356,0.3671,0.1934,0.2098,0.2179,0.2319,0.2479,0.2587,0.0033,0.0018,1e-04,6e-04,0.0013,0.0021,0.0029,1e-04,7e-04,0.0017,0.0026,0.0034,0,2e-04,3e-04,4e-04,7e-04,0,3e-04,6e-04,8e-04,9e-04,0.5548,0.267,0.1782,0.0074,0.0364,0.0077,0.0522,1
1,20934,0,0.2418,0.2596,0.2794,0.3014,0.3216,0.3361,0.1602,0.1781,0.1985,0.2163,0.225,0.2347,0.0029,0.0021,0,3e-04,7e-04,0.0013,0.002,0,4e-04,9e-04,0.0017,0.0028,0,3e-04,5e-04,5e-04,8e-04,1e-04,4e-04,7e-04,0.001,0.0011,0.5686,0.2664,0.165,0.007,0.0345,0.0071,0.0479,1
1,20941,0,0.2881,0.2991,0.3152,0.3312,0.342,0.3665,0.1903,0.2061,0.2176,0.2346,0.2411,0.2553,0.0061,0.0033,1e-04,6e-04,0.0012,0.0018,0.0023,1e-04,7e-04,0.0015,0.0021,0.0028,1e-04,6e-04,7e-04,7e-04,0.001,1e-04,9e-04,0.0012,0.0013,0.0011,0.5768,0.271,0.1522,0.0113,0.053,0.012,0.0764,1
1,20942,0,0.2825,0.2953,0.3218,0.3402,0.3592,0.3708,0.1856,0.199,0.2198,0.2342,0.2415,0.2592,0.002,0.0016,0,5e-04,0.001,0.0018,0.0025,0,4e-04,0.0011,0.0021,0.0031,0,1e-04,2e-04,4e-04,7e-04,0,2e-04,4e-04,7e-04,7e-04,0.5618,0.275,0.1631,0.0062,0.0242,0.0065,0.0364,1
1,20949,0,0.2573,0.2861,0.2972,0.3215,0.3326,0.3508,0.1702,0.1906,0.2035,0.2235,0.2364,0.2446,0.0025,0.0017,0,4e-04,7e-04,0.0013,0.0022,0,4e-04,9e-04,0.0016,0.0022,0,2e-04,4e-04,6e-04,5e-04,0,4e-04,6e-04,9e-04,0.0012,0.5755,0.2653,0.1593,0.0068,0.0306,0.0062,0.044,1
1,20958,0,0.2512,0.2838,0.2992,0.3127,0.3293,0.3394,0.1634,0.1804,0.197,0.2106,0.2236,0.2377,0.0025,0.0019,0,2e-04,6e-04,0.0011,0.0017,0,3e-04,7e-04,0.0014,0.0019,0,2e-04,4e-04,4e-04,4e-04,0,3e-04,5e-04,6e-04,7e-04,0.555,0.2863,0.1586,0.0046,0.0296,0.0048,0.0412,1
1,20962,0,0.2798,0.2966,0.3071,0.3215,0.3396,0.3586,0.1851,0.2023,0.2205,0.2253,0.249,0.2625,0.0044,0.0026,0,4e-04,9e-04,0.0016,0.0024,0,5e-04,0.0013,0.002,0.0037,0,3e-04,5e-04,7e-04,9e-04,1e-04,7e-04,0.001,0.0011,0.0013,0.582,0.2609,0.1571,0.0081,0.0411,0.008,0.0598,1
1,20963,0,0.3104,0.3246,0.361,0.3687,0.3759,0.3997,0.2014,0.2226,0.2366,0.2432,0.2508,0.2676,0.0057,0.0037,1e-04,7e-04,0.0011,0.0019,0.0025,1e-04,6e-04,0.0015,0.0025,0.0034,1e-04,5e-04,7e-04,8e-04,0.001,1e-04,8e-04,0.0013,0.0014,0.0016,0.5522,0.2874,0.1604,0.0085,0.0444,0.0099,0.0631,1
1,20969,0,0.26,0.2791,0.2928,0.3154,0.3238,0.3418,0.1661,0.191,0.1999,0.21,0.2218,0.232,0.0033,0.0023,0,4e-04,9e-04,0.0016,0.0024,0,4e-04,0.001,0.0019,0.0027,0,4e-04,6e-04,6e-04,8e-04,0,5e-04,8e-04,0.0011,0.0012,0.5608,0.27,0.1692,0.0079,0.0323,0.0079,0.0461,1
1,20977,0,0.27,0.2966,0.3108,0.3317,0.354,0.3725,0.1791,0.1961,0.2136,0.2271,0.2467,0.2531,0.0027,0.0014,0,3e-04,7e-04,0.0013,0.0018,0,3e-04,0.001,0.0018,0.0028,0,1e-04,3e-04,5e-04,5e-04,0,3e-04,7e-04,8e-04,0.0014,0.6029,0.2534,0.1436,0.0066,0.0292,0.0061,0.0375,1
1,20990,0,0.3174,0.3306,0.3491,0.3621,0.3825,0.3878,0.2105,0.2289,0.2413,0.2596,0.2669,0.2738,0.003,0.0019,0,5e-04,0.0013,0.0018,0.0023,1e-04,7e-04,0.0017,0.0027,0.0036,0,2e-04,4e-04,4e-04,4e-04,0,4e-04,6e-04,9e-04,0.001,0.5544,0.2775,0.1681,0.0066,0.0273,0.0069,0.0426,1
